dgp_name,n_obs,n_covariates,n_folds,mean_mae,mean_rmse,mean_coverage,mean_se_ratio,mean_nuisance_r2_y,mean_nuisance_r2_d,n_scenarios
sparse_linear_correlated,250,300,10,0.2083698236344124,0.2129798765810784,0.0,1.087394223865254,0.2135496109156725,0.2568089568053328,1
sparse_linear_correlated,500,25,2,0.1248619033648649,0.1290297246308954,0.0,1.2486032323665757,0.5664616362376943,0.5981573886770015,1
sparse_linear_correlated,500,25,5,0.0915402082372056,0.0974525967514076,0.4,1.2769768881040426,0.6078197301038062,0.638892846310096,1
sparse_linear_correlated,500,25,10,0.1083646125755507,0.1135745541341242,0.2,1.235934382747767,0.5992925103986323,0.639209780709248,1
sparse_linear_correlated,500,50,2,0.178309934017328,0.181358511983315,0.0,1.21787378872893,0.4840147373334226,0.5407336909645157,1
sparse_linear_correlated,500,50,5,0.1398101065722636,0.1433221844271555,0.0,1.253921797667043,0.5253079481913399,0.5688781982963915,1
sparse_linear_correlated,500,50,10,0.1579777193976837,0.160340986012008,0.0,1.4954046356570685,0.513889516585232,0.5720301112561421,1
sparse_linear_correlated,500,100,2,0.1771856327271927,0.1792882355319814,0.0,1.3622310632692638,0.398427352299425,0.4516752531457093,1
sparse_linear_correlated,500,100,5,0.1815204598869428,0.1853616161403753,0.0,1.039741951940046,0.4301496198827266,0.4778948486703863,1
sparse_linear_correlated,500,100,10,0.1554064363968375,0.1622756990767249,0.0,0.8611802027675319,0.4550782142636512,0.5008861627471258,1
sparse_linear_correlated,500,150,2,0.1971489804534239,0.2021329742748069,0.0,0.7904778088034253,0.3517242705176692,0.4017967626874255,1
sparse_linear_correlated,500,150,5,0.1986319036688323,0.2010271361756239,0.0,1.193197893199056,0.4092991045871429,0.4601752586053533,1
sparse_linear_correlated,500,150,10,0.1679103061344761,0.1703878116948083,0.0,1.2437389964125063,0.40540100110695,0.4452117540818822,1
sparse_linear_correlated,500,300,2,0.1987789242393127,0.2015561417518444,0.0,0.9912543935876236,0.2822843119437825,0.3195295674805227,1
sparse_linear_correlated,500,300,5,0.2075978809997246,0.2103602523479082,0.0,1.0149685275642963,0.3003701660546258,0.3547532528998545,1
sparse_linear_correlated,500,300,10,0.2049834676867989,0.2072513289599431,0.0,1.1430761282016657,0.324999371759001,0.3794490464188872,1
sparse_linear_correlated,1000,25,2,0.0906994413051509,0.0973702338806694,0.1,0.8334414026677394,0.6056863873926022,0.6351919980523195,1
sparse_linear_correlated,1000,25,5,0.0666000089687588,0.0747457833117455,0.4,0.8798551323208134,0.6322155733021741,0.6609686573510112,1
sparse_linear_correlated,1000,25,10,0.0808683792460883,0.0847821670381546,0.3,1.1953450136830843,0.6304293527439091,0.6600890569109564,1
sparse_linear_correlated,1000,50,2,0.1318550805749965,0.1332241068690886,0.0,1.4791448912239062,0.537241818325666,0.5779699482785723,1
sparse_linear_correlated,1000,50,5,0.1268058676479494,0.1299650232843821,0.0,1.0221237261900535,0.5635707260405898,0.6023536465401111,1
sparse_linear_correlated,1000,50,10,0.116834953319863,0.1202646069352929,0.0,1.0164451928226346,0.5745327210782623,0.6164820299320735,1
sparse_linear_correlated,1000,100,2,0.1774845836807387,0.1786795941730309,0.0,1.3477195721357436,0.4725941494577298,0.5233486082093659,1
sparse_linear_correlated,1000,100,5,0.1515238691243928,0.1529303964392131,0.0,1.33350225663191,0.5041362443307639,0.5522156585625779,1
sparse_linear_correlated,1000,100,10,0.1543614289911722,0.1558598190080439,0.0,1.335467738800677,0.5114681217562601,0.562378453833447,1
sparse_linear_correlated,1000,150,2,0.1950113758564363,0.1954977452853424,0.0,1.89680582448328,0.4159286779329097,0.4697191523714182,1
sparse_linear_correlated,1000,150,5,0.1734455918452281,0.1744046755995514,0.0,1.5065347731443814,0.4488061509819009,0.5019069816390975,1
sparse_linear_correlated,1000,150,10,0.1621704920630497,0.1646465074409183,0.0,0.9579065267393136,0.4593292319942761,0.5081460662675779,1
sparse_linear_correlated,1000,300,2,0.2061634219169925,0.2070465659783615,0.0,1.3021117172270753,0.3348301383625917,0.3801643114809884,1
sparse_linear_correlated,1000,300,5,0.2015888783924349,0.2026448252860016,0.0,1.2208648689617034,0.3809768160133606,0.4296853612999734,1
sparse_linear_correlated,1000,300,10,0.1910405456120836,0.1924824097376742,0.0,1.1014928759350655,0.3777865102999145,0.424857473414579,1
sparse_linear_independent,250,25,2,0.1716715452800497,0.1805653653645559,0.3,1.046176974669978,0.369520072562615,0.2845130310691193,1
sparse_linear_independent,250,25,5,0.136181976042036,0.1494298054132091,0.5,1.0221804462451904,0.4286923635107896,0.3312379502274045,1
sparse_linear_independent,250,25,10,0.1289872541473265,0.1352582219305279,0.4,1.4533289803982448,0.4257013281247978,0.327558749333074,1
sparse_linear_independent,250,50,2,0.1908992606851804,0.1953462817955624,0.1,1.4007949588297972,0.2937358509593846,0.2261052254258962,1
sparse_linear_independent,250,50,5,0.1921438168194761,0.1980261775586091,0.2,1.3708200931818355,0.3365395185626189,0.2445278855422584,1
sparse_linear_independent,250,50,10,0.1602865736391118,0.1636364331167224,0.0,1.7674486497468216,0.3359118850004849,0.2531437630640381,1
sparse_linear_independent,250,100,2,0.2466502514106648,0.2477391846669129,0.0,2.6387398278685072,0.2040525437592954,0.1561005973393448,1
sparse_linear_independent,250,100,5,0.1789659415289621,0.1951074689994029,0.4,0.7731013762630661,0.271140693197422,0.1979203824473437,1
sparse_linear_independent,250,100,10,0.2470007874319748,0.2527837283426394,0.0,1.099988428035787,0.2407251371330701,0.1754315829364742,1
sparse_linear_independent,250,150,2,0.1940156856953143,0.2020766871263619,0.1,1.0564203761068007,0.1764926238082962,0.1069032833497378,1
sparse_linear_independent,250,150,5,0.2558998239424133,0.2598178664755064,0.0,1.3011250964530905,0.2020261617465845,0.1526531172042108,1
sparse_linear_independent,250,150,10,0.2020710248075825,0.2084626611604501,0.1,1.1521972884507847,0.2124053398308401,0.1422634418130259,1
sparse_linear_independent,250,300,2,0.2439136922670037,0.2591928750110357,0.0,0.6957302351076143,0.1048677344221101,0.0835471041915024,1
sparse_linear_independent,250,300,5,0.2319694967298914,0.2402640066160778,0.2,0.9660348424833312,0.1406730515335901,0.1078740447651745,1
sparse_linear_independent,250,300,10,0.252215256824425,0.2566193399057729,0.0,1.2575046856327727,0.1286389161265668,0.0842819771503982,1
sparse_linear_independent,500,25,2,0.0995238592859436,0.1062759435987409,0.5,1.133619324356589,0.4718613708756762,0.3644493252903812,1
sparse_linear_independent,500,25,5,0.0948620388856749,0.1049226342174387,0.3,0.9692465180212948,0.4871622856551275,0.3795051880577517,1
sparse_linear_independent,500,25,10,0.0961527718234279,0.1054494811001236,0.5,1.0108461862211815,0.5016077857796335,0.3983654450553907,1
sparse_linear_independent,500,50,2,0.1721059719103816,0.1789269001024848,0.1,0.8961989492281003,0.3701482736206556,0.2923968406781662,1
sparse_linear_independent,500,50,5,0.1361501102873342,0.1383318590628086,0.0,1.8263212175849957,0.4144827642026082,0.3170991516462511,1
sparse_linear_independent,500,50,10,0.1674879034522723,0.1696713973665707,0.0,1.6424565916973064,0.4202609663764448,0.3273837491819517,1
sparse_linear_independent,500,100,2,0.1913350709500157,0.1976583926524037,0.0,0.9045057604706154,0.2976272698975234,0.2212998002001836,1
sparse_linear_independent,500,100,5,0.2047325488496499,0.2077814116226864,0.0,1.259395220508823,0.326662712340927,0.2676550297528766,1
sparse_linear_independent,500,100,10,0.1905630850804765,0.1964705445654181,0.0,0.9204046219397776,0.3249685008440143,0.2423398534636204,1
