scenario_name,dgp_name,learner_name,n_obs,n_covariates,n_folds,mean_fold_ratio,coverage,coverage_gap,absolute_coverage_gap,se_ratio,mae,rmse
sparse_linear_correlated_n500_p100_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,100,10,0.2222222222222222,0.8,-0.1499999999999999,0.1499999999999999,0.904021273264171,0.0517416939162587,0.066705492878649
sparse_linear_correlated_n500_p150_k5_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,150,5,0.375,0.8,-0.1499999999999999,0.1499999999999999,1.164237937400206,0.0433704443415624,0.0543274616740349
sparse_linear_correlated_n500_p150_k10_gradient_boosting,sparse_linear_correlated,gradient_boosting,500,150,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,1.468062919281702,0.0579042819628834,0.0652485055897804
sparse_linear_correlated_n1000_p50_k5_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,50,5,0.0625,0.8,-0.1499999999999999,0.1499999999999999,1.06055561431976,0.0466496683050058,0.0552938422912528
sparse_linear_correlated_n1000_p100_k5_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,100,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,1.0581574098758446,0.0395276426132837,0.0442236620066336
sparse_linear_correlated_n1000_p150_k5_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,150,5,0.1875,0.8,-0.1499999999999999,0.1499999999999999,0.629239389180221,0.0438076049739743,0.0633866298509493
sparse_linear_correlated_n1000_p300_k5_gradient_boosting,sparse_linear_correlated,gradient_boosting,1000,300,5,0.375,0.8,-0.1499999999999999,0.1499999999999999,1.2457173419438448,0.0448241404672139,0.050782376455497
weak_signal_sparse_n250_p25_k2_ols,weak_signal_sparse,ols,250,25,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.7813221014902568,0.0523197160677581,0.0735124323837437
weak_signal_sparse_n250_p25_k5_ols,weak_signal_sparse,ols,250,25,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.6512240479833421,0.087685265649229,0.0929867670198796
weak_signal_sparse_n250_p100_k10_ols,weak_signal_sparse,ols,250,100,10,0.4444444444444445,0.8,-0.1499999999999999,0.1499999999999999,0.8552555563758872,0.0846846728067865,0.1043480789046322
weak_signal_sparse_n250_p150_k5_ols,weak_signal_sparse,ols,250,150,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.4850468336990565,0.0951113711918217,0.1178400653718603
weak_signal_sparse_n250_p150_k10_ols,weak_signal_sparse,ols,250,150,10,0.6666666666666667,0.8,-0.1499999999999999,0.1499999999999999,0.6692134834928883,0.0772163463267136,0.0917082055619924
weak_signal_sparse_n250_p300_k5_ols,weak_signal_sparse,ols,250,300,5,1.5,0.8,-0.1499999999999999,0.1499999999999999,0.7307408935456713,0.0787277049078016,0.097196660467869
weak_signal_sparse_n500_p25_k5_ols,weak_signal_sparse,ols,500,25,5,0.0625,0.8,-0.1499999999999999,0.1499999999999999,0.8344180082057457,0.0454134015485016,0.0543633166551964
weak_signal_sparse_n500_p25_k10_ols,weak_signal_sparse,ols,500,25,10,0.0555555555555554,0.8,-0.1499999999999999,0.1499999999999999,0.6742573019535668,0.0514310608868935,0.0640017536848436
weak_signal_sparse_n500_p100_k2_ols,weak_signal_sparse,ols,500,100,2,0.4,0.8,-0.1499999999999999,0.1499999999999999,0.6714820768338451,0.059387725619139,0.0712775711428709
weak_signal_sparse_n500_p150_k2_ols,weak_signal_sparse,ols,500,150,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.7202599639803754,0.0548086608786827,0.0627103285916906
weak_signal_sparse_n500_p300_k10_ols,weak_signal_sparse,ols,500,300,10,0.6666666666666667,0.8,-0.1499999999999999,0.1499999999999999,0.6275984214349299,0.0592812988861706,0.0699894497554157
weak_signal_sparse_n250_p150_k5_lasso,weak_signal_sparse,lasso,250,150,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.6229194024890222,0.0792061550731692,0.1026286453867386
weak_signal_sparse_n500_p25_k2_lasso,weak_signal_sparse,lasso,500,25,2,0.1,0.8,-0.1499999999999999,0.1499999999999999,0.7860376510959359,0.0549636153832255,0.0639051453018587
weak_signal_sparse_n500_p50_k2_lasso,weak_signal_sparse,lasso,500,50,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.6482794503277539,0.0559549775460635,0.0660311727184549
weak_signal_sparse_n500_p50_k5_lasso,weak_signal_sparse,lasso,500,50,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.80515277140506,0.0444417485173797,0.0587074674149407
weak_signal_sparse_n500_p100_k10_lasso,weak_signal_sparse,lasso,500,100,10,0.2222222222222222,0.8,-0.1499999999999999,0.1499999999999999,0.811847415574692,0.0423549703892796,0.0545450124172483
weak_signal_sparse_n500_p150_k5_lasso,weak_signal_sparse,lasso,500,150,5,0.375,0.8,-0.1499999999999999,0.1499999999999999,0.8125154773239046,0.0417394580263849,0.0578927413888409
weak_signal_sparse_n500_p300_k5_lasso,weak_signal_sparse,lasso,500,300,5,0.75,0.8,-0.1499999999999999,0.1499999999999999,0.6477253182615481,0.0624503048801125,0.0812302378337882
weak_signal_sparse_n1000_p100_k5_lasso,weak_signal_sparse,lasso,1000,100,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.8204856595448581,0.0403073502472487,0.0464070991251774
weak_signal_sparse_n1000_p300_k10_lasso,weak_signal_sparse,lasso,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.6654096327364383,0.0333120260651322,0.0471341018402777
weak_signal_sparse_n500_p25_k2_elastic_net,weak_signal_sparse,elastic_net,500,25,2,0.1,0.8,-0.1499999999999999,0.1499999999999999,0.7418160123617124,0.0449338385857523,0.0569307196334491
weak_signal_sparse_n500_p50_k5_elastic_net,weak_signal_sparse,elastic_net,500,50,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.7105528885568805,0.0439210098750257,0.0581837615536281
weak_signal_sparse_n500_p100_k10_elastic_net,weak_signal_sparse,elastic_net,500,100,10,0.2222222222222222,0.8,-0.1499999999999999,0.1499999999999999,0.7088822933875155,0.0406292439073737,0.0584455037473564
weak_signal_sparse_n500_p150_k10_elastic_net,weak_signal_sparse,elastic_net,500,150,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.7260573761680286,0.0546289121911111,0.0645591235407458
weak_signal_sparse_n1000_p300_k10_elastic_net,weak_signal_sparse,elastic_net,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.6959894582879962,0.0353945768354331,0.0483923526381599
weak_signal_sparse_n250_p25_k2_random_forest,weak_signal_sparse,random_forest,250,25,2,0.2,0.8,-0.1499999999999999,0.1499999999999999,0.719536202044676,0.0674696524084619,0.0923184077272729
weak_signal_sparse_n250_p100_k10_random_forest,weak_signal_sparse,random_forest,250,100,10,0.4444444444444445,0.8,-0.1499999999999999,0.1499999999999999,0.6292755147907995,0.0828921541305543,0.0962302714464595
weak_signal_sparse_n500_p100_k2_random_forest,weak_signal_sparse,random_forest,500,100,2,0.4,0.8,-0.1499999999999999,0.1499999999999999,1.3944291749017503,0.0553848994128374,0.0636331134906025
weak_signal_sparse_n500_p150_k5_random_forest,weak_signal_sparse,random_forest,500,150,5,0.375,0.8,-0.1499999999999999,0.1499999999999999,0.7677639109298163,0.0488937455921417,0.0590537743371405
weak_signal_sparse_n500_p300_k10_random_forest,weak_signal_sparse,random_forest,500,300,10,0.6666666666666667,0.8,-0.1499999999999999,0.1499999999999999,1.0543600444291517,0.0463475347054928,0.05754468283719
weak_signal_sparse_n250_p25_k5_gradient_boosting,weak_signal_sparse,gradient_boosting,250,25,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.8304455458018346,0.070575366833273,0.0984771761335341
weak_signal_sparse_n250_p150_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,250,150,2,1.1999999999999995,0.8,-0.1499999999999999,0.1499999999999999,0.9442061611380976,0.0743784351268455,0.0896107154962676
weak_signal_sparse_n250_p300_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,250,300,10,1.3333333333333337,0.8,-0.1499999999999999,0.1499999999999999,0.5928537928285407,0.0947883386306896,0.1093484976230983
weak_signal_sparse_n500_p25_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,500,25,10,0.0555555555555554,0.8,-0.1499999999999999,0.1499999999999999,0.7117242393191391,0.0548824764121139,0.0636483230214603
weak_signal_sparse_n500_p100_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,500,100,10,0.2222222222222222,0.8,-0.1499999999999999,0.1499999999999999,0.9030502811485212,0.0618846698590939,0.0760089864480763
weak_signal_sparse_n500_p150_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,500,150,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.7996955862702828,0.0657271621236776,0.0689650053971533
weak_signal_sparse_n500_p150_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,500,150,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.8718793114214569,0.0462405525429991,0.0580373616141085
weak_signal_sparse_n500_p300_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,500,300,2,1.1999999999999995,0.8,-0.1499999999999999,0.1499999999999999,0.8054826920327567,0.0574795236346289,0.0712015032681407
weak_signal_sparse_n500_p300_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,500,300,10,0.6666666666666667,0.8,-0.1499999999999999,0.1499999999999999,1.210345968924894,0.0513935425971154,0.0619451271559289
weak_signal_sparse_n1000_p25_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,25,10,0.0277777777777777,0.8,-0.1499999999999999,0.1499999999999999,0.8704211228822474,0.0497583236973214,0.0556096627499535
weak_signal_sparse_n1000_p100_k5_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,100,5,0.125,0.8,-0.1499999999999999,0.1499999999999999,0.9223761450522834,0.0399388625610577,0.0468462859631994
weak_signal_sparse_n1000_p150_k5_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,150,5,0.1875,0.8,-0.1499999999999999,0.1499999999999999,1.0010028711744556,0.0420201352483421,0.0501383106273207
weak_signal_sparse_n1000_p300_k2_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,300,2,0.5999999999999999,0.8,-0.1499999999999999,0.1499999999999999,0.8429355872270576,0.0419432648491059,0.0534560489426461
weak_signal_sparse_n1000_p300_k5_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,300,5,0.375,0.8,-0.1499999999999999,0.1499999999999999,0.9649449707796232,0.0387621402309658,0.0467821109762433
weak_signal_sparse_n1000_p300_k10_gradient_boosting,weak_signal_sparse,gradient_boosting,1000,300,10,0.3333333333333333,0.8,-0.1499999999999999,0.1499999999999999,0.6632469205481692,0.0480701252688917,0.0549383311428899
dense_linear_independent_n250_p25_k10_ols,dense_linear_independent,ols,250,25,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,1.1403603365238084,0.0461895110869561,0.0511203463642732
dense_linear_independent_n250_p50_k2_ols,dense_linear_independent,ols,250,50,2,0.4,1.0,0.050000000000000044,0.050000000000000044,0.7854175459492002,0.0717540864967542,0.0785291587778866
dense_linear_independent_n500_p25_k5_ols,dense_linear_independent,ols,500,25,5,0.0625,1.0,0.050000000000000044,0.050000000000000044,1.1622851349996215,0.0327343170584349,0.0390263519916082
dense_linear_independent_n500_p50_k5_ols,dense_linear_independent,ols,500,50,5,0.125,1.0,0.050000000000000044,0.050000000000000044,1.1026912301371032,0.0334650736904965,0.0407715920136018
dense_linear_independent_n500_p100_k2_ols,dense_linear_independent,ols,500,100,2,0.4,1.0,0.050000000000000044,0.050000000000000044,1.8781631413593651,0.022144984708469,0.028682304808307
dense_linear_independent_n500_p150_k10_ols,dense_linear_independent,ols,500,150,10,0.3333333333333333,1.0,0.050000000000000044,0.050000000000000044,0.9557642807329122,0.0411659936765764,0.0468463711387508
dense_linear_independent_n500_p300_k10_ols,dense_linear_independent,ols,500,300,10,0.6666666666666667,1.0,0.050000000000000044,0.050000000000000044,0.9811255886876727,0.0390641307248858,0.0466000540270484
dense_linear_independent_n1000_p25_k2_ols,dense_linear_independent,ols,1000,25,2,0.05,1.0,0.050000000000000044,0.050000000000000044,1.255777818021365,0.020053430129967,0.0242925360497813
dense_linear_independent_n1000_p25_k10_ols,dense_linear_independent,ols,1000,25,10,0.0277777777777777,1.0,0.050000000000000044,0.050000000000000044,1.7241521962353488,0.015536525479573,0.019386117279992
dense_linear_independent_n1000_p50_k10_ols,dense_linear_independent,ols,1000,50,10,0.0555555555555554,1.0,0.050000000000000044,0.050000000000000044,1.1149632763093156,0.0239396817877385,0.0298176494313723
dense_linear_independent_n1000_p100_k5_ols,dense_linear_independent,ols,1000,100,5,0.125,1.0,0.050000000000000044,0.050000000000000044,1.3933725187535313,0.0165657604007317,0.0226502842649592
dense_linear_independent_n1000_p100_k10_ols,dense_linear_independent,ols,1000,100,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,1.1174491479378454,0.0218527076249828,0.0272339672258423
dense_linear_independent_n250_p25_k2_lasso,dense_linear_independent,lasso,250,25,2,0.2,1.0,0.050000000000000044,0.050000000000000044,0.9676483673894514,0.0581563053465172,0.0653763389708348
dense_linear_independent_n250_p25_k5_lasso,dense_linear_independent,lasso,250,25,5,0.125,1.0,0.050000000000000044,0.050000000000000044,0.9142276586163816,0.0557011269127175,0.0647677303370561
dense_linear_independent_n250_p150_k10_lasso,dense_linear_independent,lasso,250,150,10,0.6666666666666667,1.0,0.050000000000000044,0.050000000000000044,1.030800980405033,0.0539068600566785,0.0625135349635353
dense_linear_independent_n500_p25_k2_lasso,dense_linear_independent,lasso,500,25,2,0.1,1.0,0.050000000000000044,0.050000000000000044,0.8305393861835912,0.0467349648810503,0.0524092548160558
dense_linear_independent_n500_p25_k10_lasso,dense_linear_independent,lasso,500,25,10,0.0555555555555554,1.0,0.050000000000000044,0.050000000000000044,1.16890410561104,0.0322362595734802,0.0349387969588667
dense_linear_independent_n500_p50_k5_lasso,dense_linear_independent,lasso,500,50,5,0.125,1.0,0.050000000000000044,0.050000000000000044,1.2990299461067325,0.0265692695508211,0.0335844384301159
dense_linear_independent_n500_p50_k10_lasso,dense_linear_independent,lasso,500,50,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,0.7126472475080078,0.0528212556179673,0.0569951363546796
dense_linear_independent_n500_p100_k2_lasso,dense_linear_independent,lasso,500,100,2,0.4,1.0,0.050000000000000044,0.050000000000000044,1.047721271788128,0.0340320725316417,0.0401947405085021
dense_linear_independent_n1000_p50_k2_lasso,dense_linear_independent,lasso,1000,50,2,0.1,1.0,0.050000000000000044,0.050000000000000044,0.8830837586948947,0.032305232526427,0.0341693646096447
dense_linear_independent_n1000_p50_k10_lasso,dense_linear_independent,lasso,1000,50,10,0.0555555555555554,1.0,0.050000000000000044,0.050000000000000044,1.2801259773052576,0.0173316379385291,0.0236531213371358
dense_linear_independent_n1000_p100_k10_lasso,dense_linear_independent,lasso,1000,100,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,0.8999347791404749,0.029896278660855,0.033231017375103
dense_linear_independent_n1000_p150_k10_lasso,dense_linear_independent,lasso,1000,150,10,0.1666666666666665,1.0,0.050000000000000044,0.050000000000000044,1.1226133482116425,0.0241649718119813,0.0284926771735927
dense_linear_independent_n1000_p300_k5_lasso,dense_linear_independent,lasso,1000,300,5,0.375,1.0,0.050000000000000044,0.050000000000000044,1.3712218614071463,0.021296918627006,0.0247979210822663
dense_linear_independent_n250_p25_k5_elastic_net,dense_linear_independent,elastic_net,250,25,5,0.125,1.0,0.050000000000000044,0.050000000000000044,1.5841708442411695,0.0289882584893108,0.0384819667620133
dense_linear_independent_n500_p25_k5_elastic_net,dense_linear_independent,elastic_net,500,25,5,0.0625,1.0,0.050000000000000044,0.050000000000000044,1.0227432296744712,0.0384236371967291,0.0419868200384472
dense_linear_independent_n500_p25_k10_elastic_net,dense_linear_independent,elastic_net,500,25,10,0.0555555555555554,1.0,0.050000000000000044,0.050000000000000044,1.2174520289848,0.0307309364254437,0.0376472655698697
dense_linear_independent_n500_p50_k5_elastic_net,dense_linear_independent,elastic_net,500,50,5,0.125,1.0,0.050000000000000044,0.050000000000000044,0.989112616048802,0.0454766772727441,0.0511421188934891
dense_linear_independent_n500_p100_k5_elastic_net,dense_linear_independent,elastic_net,500,100,5,0.25,1.0,0.050000000000000044,0.050000000000000044,1.5759662746703775,0.022802848284098,0.0276001068049663
dense_linear_independent_n500_p100_k10_elastic_net,dense_linear_independent,elastic_net,500,100,10,0.2222222222222222,1.0,0.050000000000000044,0.050000000000000044,0.8742422151001715,0.0417279392556197,0.049134282074718
dense_linear_independent_n1000_p25_k2_elastic_net,dense_linear_independent,elastic_net,1000,25,2,0.05,1.0,0.050000000000000044,0.050000000000000044,0.931787290294727,0.025872439361404,0.031922583144666
dense_linear_independent_n1000_p25_k5_elastic_net,dense_linear_independent,elastic_net,1000,25,5,0.03125,1.0,0.050000000000000044,0.050000000000000044,1.598170882166756,0.0158198231035191,0.0198629522600688
dense_linear_independent_n1000_p25_k10_elastic_net,dense_linear_independent,elastic_net,1000,25,10,0.0277777777777777,1.0,0.050000000000000044,0.050000000000000044,0.8897339574938431,0.0305133831846239,0.0356832947436168
dense_linear_independent_n1000_p50_k2_elastic_net,dense_linear_independent,elastic_net,1000,50,2,0.1,1.0,0.050000000000000044,0.050000000000000044,1.448917854725571,0.0204032674423088,0.0229221154289875
dense_linear_independent_n1000_p100_k10_elastic_net,dense_linear_independent,elastic_net,1000,100,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,1.1020853276731146,0.0242604184744991,0.0271359682174864
dense_linear_independent_n1000_p150_k5_elastic_net,dense_linear_independent,elastic_net,1000,150,5,0.1875,1.0,0.050000000000000044,0.050000000000000044,1.1453290528497948,0.0254869527811794,0.028705354517679
dense_linear_independent_n1000_p150_k10_elastic_net,dense_linear_independent,elastic_net,1000,150,10,0.1666666666666665,1.0,0.050000000000000044,0.050000000000000044,1.5886686482804309,0.0181073598436735,0.0219181468238475
sparse_linear_independent_n250_p100_k5_ols,sparse_linear_independent,ols,250,100,5,0.5,1.0,0.050000000000000044,0.050000000000000044,1.1543218675627325,0.0441387839074451,0.0527899715634706
sparse_linear_independent_n500_p25_k5_ols,sparse_linear_independent,ols,500,25,5,0.0625,1.0,0.050000000000000044,0.050000000000000044,0.854587838515755,0.0462512354445099,0.0512805099275978
sparse_linear_independent_n500_p25_k10_ols,sparse_linear_independent,ols,500,25,10,0.0555555555555554,1.0,0.050000000000000044,0.050000000000000044,1.6136161472668502,0.0205087377109569,0.0270060923675456
sparse_linear_independent_n500_p50_k10_ols,sparse_linear_independent,ols,500,50,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,0.9257363976397948,0.0442852910351712,0.0516700003859975
sparse_linear_independent_n500_p150_k10_ols,sparse_linear_independent,ols,500,150,10,0.3333333333333333,1.0,0.050000000000000044,0.050000000000000044,1.271274173682797,0.0251684681140093,0.0335444043881467
sparse_linear_independent_n1000_p25_k2_ols,sparse_linear_independent,ols,1000,25,2,0.05,1.0,0.050000000000000044,0.050000000000000044,0.8510155240973839,0.0331953815656697,0.0372382682791351
sparse_linear_independent_n1000_p50_k2_ols,sparse_linear_independent,ols,1000,50,2,0.1,1.0,0.050000000000000044,0.050000000000000044,1.3111015891026336,0.0287703636611709,0.0337946273870698
sparse_linear_independent_n1000_p50_k5_ols,sparse_linear_independent,ols,1000,50,5,0.0625,1.0,0.050000000000000044,0.050000000000000044,1.173309139227007,0.0208775419503246,0.0256464794131142
sparse_linear_independent_n1000_p100_k2_ols,sparse_linear_independent,ols,1000,100,2,0.2,1.0,0.050000000000000044,0.050000000000000044,1.1818021073479312,0.0228140820156967,0.0269438505513877
sparse_linear_independent_n1000_p100_k5_ols,sparse_linear_independent,ols,1000,100,5,0.125,1.0,0.050000000000000044,0.050000000000000044,1.2528968426509346,0.0223707067490295,0.0254039909270881
sparse_linear_independent_n1000_p100_k10_ols,sparse_linear_independent,ols,1000,100,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,0.9085350229077164,0.0314903575404879,0.034285356315962
sparse_linear_independent_n1000_p150_k2_ols,sparse_linear_independent,ols,1000,150,2,0.2999999999999999,1.0,0.050000000000000044,0.050000000000000044,1.0090077591984163,0.0289143785472436,0.0320475567331478
sparse_linear_independent_n1000_p150_k10_ols,sparse_linear_independent,ols,1000,150,10,0.1666666666666665,1.0,0.050000000000000044,0.050000000000000044,1.0011183651557336,0.0269701713431697,0.03083700628923
sparse_linear_independent_n250_p25_k10_lasso,sparse_linear_independent,lasso,250,25,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,1.4829083738401487,0.0365223657877451,0.0459443895387175
sparse_linear_independent_n250_p50_k5_lasso,sparse_linear_independent,lasso,250,50,5,0.25,1.0,0.050000000000000044,0.050000000000000044,1.3631545368423368,0.0386141931199452,0.0471848171104508
sparse_linear_independent_n250_p50_k10_lasso,sparse_linear_independent,lasso,250,50,10,0.2222222222222222,1.0,0.050000000000000044,0.050000000000000044,0.9776226592027112,0.0631914798173257,0.0708665782009387
sparse_linear_independent_n250_p100_k10_lasso,sparse_linear_independent,lasso,250,100,10,0.4444444444444445,1.0,0.050000000000000044,0.050000000000000044,1.0431538963675209,0.0518496466453814,0.0592530773710416
sparse_linear_independent_n250_p150_k10_lasso,sparse_linear_independent,lasso,250,150,10,0.6666666666666667,1.0,0.050000000000000044,0.050000000000000044,0.9088645379906176,0.0579000253811567,0.0698026777550561
sparse_linear_independent_n500_p25_k2_lasso,sparse_linear_independent,lasso,500,25,2,0.1,1.0,0.050000000000000044,0.050000000000000044,1.4156993213859546,0.0260753543492725,0.0297052884346972
sparse_linear_independent_n500_p25_k10_lasso,sparse_linear_independent,lasso,500,25,10,0.0555555555555554,1.0,0.050000000000000044,0.050000000000000044,1.4896882823908069,0.0254674156723192,0.0295766913873433
sparse_linear_independent_n500_p50_k10_lasso,sparse_linear_independent,lasso,500,50,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,0.8855359378389633,0.0434706284335277,0.0503414281694591
sparse_linear_independent_n500_p100_k10_lasso,sparse_linear_independent,lasso,500,100,10,0.2222222222222222,1.0,0.050000000000000044,0.050000000000000044,1.242689658903774,0.0315530360161945,0.0386003090881376
sparse_linear_independent_n500_p300_k2_lasso,sparse_linear_independent,lasso,500,300,2,1.1999999999999995,1.0,0.050000000000000044,0.050000000000000044,0.9917166789312454,0.0371929359296869,0.0476622665996566
sparse_linear_independent_n500_p300_k5_lasso,sparse_linear_independent,lasso,500,300,5,0.75,1.0,0.050000000000000044,0.050000000000000044,0.9644998805061884,0.0432054704881279,0.048282624130568
sparse_linear_independent_n1000_p25_k2_lasso,sparse_linear_independent,lasso,1000,25,2,0.05,1.0,0.050000000000000044,0.050000000000000044,1.9202216069557527,0.0146598307483027,0.0172766815477232
sparse_linear_independent_n1000_p25_k5_lasso,sparse_linear_independent,lasso,1000,25,5,0.03125,1.0,0.050000000000000044,0.050000000000000044,1.03091346132508,0.0271190550915147,0.031806480499501
sparse_linear_independent_n1000_p25_k10_lasso,sparse_linear_independent,lasso,1000,25,10,0.0277777777777777,1.0,0.050000000000000044,0.050000000000000044,0.8941684305437578,0.0293583348937165,0.0339508101252193
sparse_linear_independent_n1000_p50_k5_lasso,sparse_linear_independent,lasso,1000,50,5,0.0625,1.0,0.050000000000000044,0.050000000000000044,0.789680521249382,0.0300141354274594,0.0389108202213922
sparse_linear_independent_n1000_p50_k10_lasso,sparse_linear_independent,lasso,1000,50,10,0.0555555555555554,1.0,0.050000000000000044,0.050000000000000044,1.0524081060499757,0.0245293895821577,0.0277330523749693
sparse_linear_independent_n1000_p100_k5_lasso,sparse_linear_independent,lasso,1000,100,5,0.125,1.0,0.050000000000000044,0.050000000000000044,0.8194078801009662,0.032771371183044,0.036643861190548
sparse_linear_independent_n250_p25_k10_elastic_net,sparse_linear_independent,elastic_net,250,25,10,0.1111111111111111,1.0,0.050000000000000044,0.050000000000000044,1.0284488239150231,0.0574698786603682,0.0664976210734266
sparse_linear_independent_n250_p100_k5_elastic_net,sparse_linear_independent,elastic_net,250,100,5,0.5,1.0,0.050000000000000044,0.050000000000000044,1.1870325285655725,0.0402568083317868,0.0506203062814861
sparse_linear_independent_n250_p100_k10_elastic_net,sparse_linear_independent,elastic_net,250,100,10,0.4444444444444445,1.0,0.050000000000000044,0.050000000000000044,0.9328039518062814,0.0536536073077388,0.0651693619343033
sparse_linear_independent_n500_p25_k5_elastic_net,sparse_linear_independent,elastic_net,500,25,5,0.0625,1.0,0.050000000000000044,0.050000000000000044,0.8277587804036521,0.0440606415299238,0.0512601798020676
sparse_linear_independent_n500_p25_k10_elastic_net,sparse_linear_independent,elastic_net,500,25,10,0.0555555555555554,1.0,0.050000000000000044,0.050000000000000044,0.9640941809086476,0.0387342845010098,0.0434294208390988
sparse_linear_independent_n500_p50_k5_elastic_net,sparse_linear_independent,elastic_net,500,50,5,0.125,1.0,0.050000000000000044,0.050000000000000044,1.1398172976597971,0.0365120368599446,0.041408403107361
sparse_linear_independent_n500_p100_k5_elastic_net,sparse_linear_independent,elastic_net,500,100,5,0.25,1.0,0.050000000000000044,0.050000000000000044,1.1486889828576914,0.0306935129447816,0.0412320566416647
sparse_linear_independent_n1000_p25_k5_elastic_net,sparse_linear_independent,elastic_net,1000,25,5,0.03125,1.0,0.050000000000000044,0.050000000000000044,1.3341905229042343,0.0215821425200885,0.0268541239524184
sparse_linear_independent_n1000_p50_k2_elastic_net,sparse_linear_independent,elastic_net,1000,50,2,0.1,1.0,0.050000000000000044,0.050000000000000044,0.8067812574097646,0.0348503483039316,0.0367162092294961
sparse_linear_independent_n1000_p50_k5_elastic_net,sparse_linear_independent,elastic_net,1000,50,5,0.0625,1.0,0.050000000000000044,0.050000000000000044,1.1433490584394583,0.0218342013357565,0.0267220496799494
sparse_linear_independent_n1000_p100_k5_elastic_net,sparse_linear_independent,elastic_net,1000,100,5,0.125,1.0,0.050000000000000044,0.050000000000000044,1.1191952324004857,0.0233057536507381,0.0264683654277314
sparse_linear_independent_n1000_p150_k10_elastic_net,sparse_linear_independent,elastic_net,1000,150,10,0.1666666666666665,1.0,0.050000000000000044,0.050000000000000044,1.3360294881108994,0.0195609189130179,0.0258764084879737
sparse_linear_independent_n250_p25_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,250,25,2,0.2,1.0,0.050000000000000044,0.050000000000000044,1.5716724119871754,0.0326126481103782,0.0418966080605719
sparse_linear_independent_n250_p50_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,250,50,2,0.4,1.0,0.050000000000000044,0.050000000000000044,1.203035665120743,0.0551180820181862,0.0621944464953082
sparse_linear_independent_n250_p50_k10_gradient_boosting,sparse_linear_independent,gradient_boosting,250,50,10,0.2222222222222222,1.0,0.050000000000000044,0.050000000000000044,1.3410845513009049,0.0436151447655013,0.0540156910787135
sparse_linear_independent_n250_p300_k2_gradient_boosting,sparse_linear_independent,gradient_boosting,250,300,2,2.3999999999999995,1.0,0.050000000000000044,0.050000000000000044,1.4960008698581646,0.0676461158002359,0.0739580175593156
sparse_linear_correlated_n250_p100_k5_ols,sparse_linear_correlated,ols,250,100,5,0.5,1.0,0.050000000000000044,0.050000000000000044,1.2484907544510917,0.0345365559143849,0.046265322265614
sparse_linear_correlated_n500_p25_k5_ols,sparse_linear_correlated,ols,500,25,5,0.0625,1.0,0.050000000000000044,0.050000000000000044,1.1050558778688333,0.0406125578396458,0.0489102648929198
